기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수,서비스_업종_코드,서비스_업종_코드_명,점포_수,유사_업종_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00_06_매출_금액,시간대_06_11_매출_금액,시간대_11_14_매출_금액,시간대_14_17_매출_금액,시간대_17_21_매출_금액,시간대_21_24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_00_06_매출_건수,시간대_06_11_매출_건수,시간대_11_14_매출_건수,시간대_14_17_매출_건수,시간대_17_21_매출_건수,시간대_21_24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적,위도,경도,lat,lon,중분류_매핑,300m내_경쟁_업종_수
20194,A,골목상권,3110139,자양4동주민센터,2070392,1025931,1044461,216403,296330,353771,340959,352037,510893,609259,433182,200652,197653,329963,299681,295152,295216,293825,297330,302225,295918,290725,HL,상권축소,104,48,92,48,5581,2861,2720,475,773,861,811,1064,1597,224,402,494,433,564,744,251,371,367,378,500,853,3093,0,3093,2460503,6,1598822707,491577987,189401032,120911590,228477102,225434061,52705897,55681114,167169137,67464787,164,115,49,0,7,19,44,46,48,0,3,12,28,30,42,0,4,7,16,16,6,CS100002,중식음식점,5,5,0,0,0,0,0,18885990,1553,11332377,7553613,4163888,1535715,1849284,2701994,1081496,4142599,3411014,3033932,158752,7893233,1941652,4820497,1037924,12563113,5074900,106454,3548943,2110341,7651874,2739805,1480596,1138,415,166,237,259,288,188,214,201,526,28,445,105,316,133,1215,298,13,378,219,619,200,82,205610,448404,11215,광진구,11215847,자양4동,155861,37.535120964,127.06347301,37.535120964,127.06347301,중식,2
20194,A,골목상권,3110139,자양4동주민센터,2070392,1025931,1044461,216403,296330,353771,340959,352037,510893,609259,433182,200652,197653,329963,299681,295152,295216,293825,297330,302225,295918,290725,HL,상권축소,104,48,92,48,5581,2861,2720,475,773,861,811,1064,1597,224,402,494,433,564,744,251,371,367,378,500,853,3093,0,3093,2460503,6,1598822707,491577987,189401032,120911590,228477102,225434061,52705897,55681114,167169137,67464787,164,115,49,0,7,19,44,46,48,0,3,12,28,30,42,0,4,7,16,16,6,CS100010,커피-음료,10,11,9,1,9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205610,448404,11215,광진구,11215847,자양4동,155861,37.535120964,127.06347301,37.535120964,127.06347301,비알코올,21
20201,A,골목상권,3110139,자양4동주민센터,2054209,1018488,1035720,221598,286903,343472,340128,355279,506828,579587,426210,208303,206050,344090,289968,296750,297241,297783,296476,296187,286235,283536,HL,상권축소,103,48,92,48,5581,2861,2720,475,773,861,811,1064,1597,224,402,494,433,564,744,251,371,367,378,500,853,3093,0,3093,2460503,6,1598822707,491577987,189401032,120911590,228477102,225434061,52705897,55681114,167169137,67464787,164,115,49,0,7,19,44,46,48,0,3,12,28,30,42,0,4,7,16,16,6,CS100001,한식음식점,29,30,0,0,0,0,1,383719049,12820,295472535,88246514,52333346,94742272,37103506,62316245,48977166,65698500,22548014,15462402,9738986,112327959,54241871,164282670,27665161,199502247,174474452,1136033,10897975,33679257,45974138,150460503,131828793,10115,2705,2193,1893,1683,2255,2091,2002,703,141,248,5096,3091,3563,681,6005,6441,23,728,1504,1860,4383,3946,205610,448404,11215,광진구,11215847,자양4동,155861,37.535120964,127.06347301,37.535120964,127.06347301,한식,46
20201,A,골목상권,3110139,자양4동주민센터,2054209,1018488,1035720,221598,286903,343472,340128,355279,506828,579587,426210,208303,206050,344090,289968,296750,297241,297783,296476,296187,286235,283536,HL,상권축소,103,48,92,48,5581,2861,2720,475,773,861,811,1064,1597,224,402,494,433,564,744,251,371,367,378,500,853,3093,0,3093,2460503,6,1598822707,491577987,189401032,120911590,228477102,225434061,52705897,55681114,167169137,67464787,164,115,49,0,7,19,44,46,48,0,3,12,28,30,42,0,4,7,16,16,6,CS100002,중식음식점,5,5,0,0,0,0,0,15662562,1277,11037519,4625043,1354862,2999502,2452382,1251446,2979327,2868259,1756784,2721223,0,4442583,4210427,3636299,652030,9254206,4234551,0,1326028,5622499,3967009,1069265,1503956,1037,240,97,237,245,191,267,130,110,479,0,296,168,228,106,851,321,0,177,333,508,82,70,205610,448404,11215,광진구,11215847,자양4동,155861,37.535120964,127.06347301,37.535120964,127.06347301,중식,2
20201,A,골목상권,3110139,자양4동주민센터,2054209,1018488,1035720,221598,286903,343472,340128,355279,506828,579587,426210,208303,206050,344090,289968,296750,297241,297783,296476,296187,286235,283536,HL,상권축소,103,48,92,48,5581,2861,2720,475,773,861,811,1064,1597,224,402,494,433,564,744,251,371,367,378,500,853,3093,0,3093,2460503,6,1598822707,491577987,189401032,120911590,228477102,225434061,52705897,55681114,167169137,67464787,164,115,49,0,7,19,44,46,48,0,3,12,28,30,42,0,4,7,16,16,6,CS100010,커피-음료,11,12,17,2,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205610,448404,11215,광진구,11215847,자양4동,155861,37.535120964,127.06347301,37.535120964,127.06347301,비알코올,21
20202,A,골목상권,3110139,자양4동주민센터,2134121,1042815,1091306,231719,317254,360574,353144,368989,502442,575016,437826,219426,222255,376386,303213,306741,307275,309281,308370,309986,297899,294571,HL,상권축소,102,48,92,49,5581,2861,2720,475,773,861,811,1064,1597,224,402,494,433,564,744,251,371,367,378,500,853,3093,0,3093,2460503,6,1598822707,491577987,189401032,120911590,228477102,225434061,52705897,55681114,167169137,67464787,164,115,49,0,7,19,44,46,48,0,3,12,28,30,42,0,4,7,16,16,6,CS100001,한식음식점,30,31,10,3,7,2,1,353431729,15209,273569816,79861913,59496881,49279246,53585343,50491083,60717263,46420775,33441138,7562870,10928326,130616943,64646780,115315521,24361289,180454466,132441360,1231701,20972346,23008607,59769581,120801533,87112059,12319,2890,2898,2106,2258,2404,2653,1976,914,107,503,6576,2761,4489,773,7264,7386,44,1388,1311,3157,4439,4307,205610,448404,11215,광진구,11215847,자양4동,155861,37.535120964,127.06347301,37.535120964,127.06347301,한식,46
20202,A,골목상권,3110139,자양4동주민센터,2134121,1042815,1091306,231719,317254,360574,353144,368989,502442,575016,437826,219426,222255,376386,303213,306741,307275,309281,308370,309986,297899,294571,HL,상권축소,102,48,92,49,5581,2861,2720,475,773,861,811,1064,1597,224,402,494,433,564,744,251,371,367,378,500,853,3093,0,3093,2460503,6,1598822707,491577987,189401032,120911590,228477102,225434061,52705897,55681114,167169137,67464787,164,115,49,0,7,19,44,46,48,0,3,12,28,30,42,0,4,7,16,16,6,CS100002,중식음식점,5,5,0,0,0,0,0,28055854,1797,16623765,11432089,1654230,1514427,3420241,2395722,7639145,5856893,5575196,3140385,358783,8420856,3608938,11076459,1450433,22020560,6035294,792129,6568414,5292383,7975126,3540040,3887762,1190,607,111,200,264,251,364,343,264,512,21,464,168,433,199,1500,297,23,298,364,654,229,229,205610,448404,11215,광진구,11215847,자양4동,155861,37.535120964,127.06347301,37.535120964,127.06347301,중식,2
20202,A,골목상권,3110139,자양4동주민센터,2134121,1042815,1091306,231719,317254,360574,353144,368989,502442,575016,437826,219426,222255,376386,303213,306741,307275,309281,308370,309986,297899,294571,HL,상권축소,102,48,92,49,5581,2861,2720,475,773,861,811,1064,1597,224,402,494,433,564,744,251,371,367,378,500,853,3093,0,3093,2460503,6,1598822707,491577987,189401032,120911590,228477102,225434061,52705897,55681114,167169137,67464787,164,115,49,0,7,19,44,46,48,0,3,12,28,30,42,0,4,7,16,16,6,CS100010,커피-음료,13,14,29,4,14,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205610,448404,11215,광진구,11215847,자양4동,155861,37.535120964,127.06347301,37.535120964,127.06347301,비알코올,21
20203,A,골목상권,3110139,자양4동주민센터,2147068,1045008,1102060,234416,308603,356951,358590,376164,512344,579244,446716,223192,223964,372356,301595,310090,310510,311341,309296,311075,299584,295171,HL,상권축소,104,48,93,49,5581,2861,2720,475,773,861,811,1064,1597,224,402,494,433,564,744,251,371,367,378,500,853,3093,0,3093,2460503,6,1598822707,491577987,189401032,120911590,228477102,225434061,52705897,55681114,167169137,67464787,164,115,49,0,7,19,44,46,48,0,3,12,28,30,42,0,4,7,16,16,6,CS100001,한식음식점,30,31,0,0,0,0,1,328832342,14892,265197473,63634869,59042263,55565814,55677620,43332165,51579611,41233526,22401343,5903762,8471494,120114625,50533766,118648743,25159952,157943140,145886036,406464,19547459,32979250,49527466,120754930,80613608,12216,2676,2774,2691,2053,2298,2400,1992,684,135,469,6235,2931,4487,635,6890,7530,29,1197,1500,2572,4612,4507,205610,448404,11215,광진구,11215847,자양4동,155861,37.535120964,127.06347301,37.535120964,127.06347301,한식,46
20203,A,골목상권,3110139,자양4동주민센터,2147068,1045008,1102060,234416,308603,356951,358590,376164,512344,579244,446716,223192,223964,372356,301595,310090,310510,311341,309296,311075,299584,295171,HL,상권축소,104,48,93,49,5581,2861,2720,475,773,861,811,1064,1597,224,402,494,433,564,744,251,371,367,378,500,853,3093,0,3093,2460503,6,1598822707,491577987,189401032,120911590,228477102,225434061,52705897,55681114,167169137,67464787,164,115,49,0,7,19,44,46,48,0,3,12,28,30,42,0,4,7,16,16,6,CS100002,중식음식점,6,6,17,1,0,0,0,29443170,1834,20712441,8730729,6627686,3917067,2083695,3020823,5063170,3535853,5194876,2149037,801986,9191186,4806874,11103536,1390551,19636374,8171166,53227,1963072,6220324,9446585,5060019,5064314,1317,517,377,251,136,255,298,205,312,305,63,571,218,517,160,1305,465,7,219,415,522,287,321,205610,448404,11215,광진구,11215847,자양4동,155861,37.535120964,127.06347301,37.535120964,127.06347301,중식,2
20203,A,골목상권,3110139,자양4동주민센터,2147068,1045008,1102060,234416,308603,356951,358590,376164,512344,579244,446716,223192,223964,372356,301595,310090,310510,311341,309296,311075,299584,295171,HL,상권축소,104,48,93,49,5581,2861,2720,475,773,861,811,1064,1597,224,402,494,433,564,744,251,371,367,378,500,853,3093,0,3093,2460503,6,1598822707,491577987,189401032,120911590,228477102,225434061,52705897,55681114,167169137,67464787,164,115,49,0,7,19,44,46,48,0,3,12,28,30,42,0,4,7,16,16,6,CS100010,커피-음료,11,12,25,3,25,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205610,448404,11215,광진구,11215847,자양4동,155861,37.535120964,127.06347301,37.535120964,127.06347301,비알코올,21
20204,A,골목상권,3110139,자양4동주민센터,2093578,1011862,1081716,245802,280085,337434,349338,368663,512258,568445,437290,222493,222240,354652,288457,301968,301289,301478,302292,300924,292579,293048,HL,상권축소,105,48,93,49,5303,2677,2626,418,780,779,746,969,1611,195,393,432,400,520,737,223,387,347,346,449,874,3040,0,3040,2460503,6,1598822707,491577987,189401032,120911590,228477102,225434061,52705897,55681114,167169137,67464787,121,93,28,0,1,14,30,37,39,0,0,8,20,28,37,0,1,6,10,9,2,CS100001,한식음식점,30,31,0,0,0,0,1,391653016,14501,325622513,66030503,58068836,141034862,33260536,52625640,40632639,39710683,26319820,3069471,8659318,178807196,63509245,118088353,19519433,215703510,153382757,652016,75390900,29302373,44870590,113490202,105380188,11765,2736,2334,2782,1921,2538,2190,1958,778,101,428,6624,3070,3688,590,6685,7122,71,1158,1420,2407,4570,4175,205610,448404,11215,광진구,11215847,자양4동,155861,37.535120964,127.06347301,37.535120964,127.06347301,한식,46
20204,A,골목상권,3110139,자양4동주민센터,2093578,1011862,1081716,245802,280085,337434,349338,368663,512258,568445,437290,222493,222240,354652,288457,301968,301289,301478,302292,300924,292579,293048,HL,상권축소,105,48,93,49,5303,2677,2626,418,780,779,746,969,1611,195,393,432,400,520,737,223,387,347,346,449,874,3040,0,3040,2460503,6,1598822707,491577987,189401032,120911590,228477102,225434061,52705897,55681114,167169137,67464787,121,93,28,0,1,14,30,37,39,0,0,8,20,28,37,0,1,6,10,9,2,CS100002,중식음식점,5,5,0,0,20,1,0,25056651,1268,18188048,6868603,2224527,2005497,3995049,7268848,2694127,3244499,3624104,1457086,337678,12394335,3348348,7066776,452428,12929742,9770492,33267,2056219,4794098,5758702,5977800,4080149,960,308,139,107,247,301,166,136,172,159,21,506,182,333,67,808,369,7,203,284,322,214,146,205610,448404,11215,광진구,11215847,자양4동,155861,37.535120964,127.06347301,37.535120964,127.06347301,중식,2
