기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적,위도,경도,서비스_업종_코드,서비스_업종_코드_명,점포_수,유사_업종_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00_06_매출_금액,시간대_06_11_매출_금액,시간대_11_14_매출_금액,시간대_14_17_매출_금액,시간대_17_21_매출_금액,시간대_21_24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_00_06_매출_건수,시간대_06_11_매출_건수,시간대_11_14_매출_건수,시간대_14_17_매출_건수,시간대_17_21_매출_건수,시간대_21_24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,lat,lon,중분류_매핑,300m내_경쟁_업종_수,점포_당_매출_금액,가장_가까운_역,역까지_거리_m,가장_가까운_역_승하차_인원_수,면적(㎡)
20242,A,골목상권,3110146,신자초등학교,1459922,685429,774491,301909,167397,230621,242437,212050,305507,442174,284792,148278,149177,232426,203075,206731,203791,203824,204632,205798,217199,217946,3483.0,1769.0,1714.0,386.0,503.0,535.0,468.0,577.0,1014.0,200.0,266.0,293.0,236.0,309.0,465.0,186.0,237.0,242.0,232.0,268.0,549.0,1780.0,0.0,1780.0,686.0,509.0,177.0,0.0,76.0,183.0,196.0,176.0,55.0,0.0,50.0,131.0,147.0,133.0,48.0,0.0,26.0,52.0,49.0,43.0,7.0,HH,정체,110,57,105,52,206474,448005,11215,광진구,11215840,자양3동,106885,37.53152031,127.073245,CS100002,중식음식점,3.0,3.0,0.0,0.0,0.0,0.0,0.0,67756460.0,3287.0,39976384.0,27780076.0,3033246.0,7050184.0,11704383.0,9348778.0,8839793.0,13583490.0,14196586.0,0.0,0.0,27617649.0,13696573.0,26442238.0,0.0,40638837.0,21576725.0,447972.0,3351469.0,10549350.0,18356719.0,18014467.0,11495583.0,2038.0,1249.0,199.0,336.0,569.0,476.0,458.0,638.0,611.0,0.0,0.0,1428.0,635.0,1224.0,0.0,2121.0,991.0,41.0,167.0,629.0,902.0,894.0,478.0,37.53152031,127.073245,중식,4,22585486.67,자양(뚝섬한강공원) (7호선),577.3,17849.315522,"106,885"
20242,A,골목상권,3110146,신자초등학교,1459922,685429,774491,301909,167397,230621,242437,212050,305507,442174,284792,148278,149177,232426,203075,206731,203791,203824,204632,205798,217199,217946,3483.0,1769.0,1714.0,386.0,503.0,535.0,468.0,577.0,1014.0,200.0,266.0,293.0,236.0,309.0,465.0,186.0,237.0,242.0,232.0,268.0,549.0,1780.0,0.0,1780.0,686.0,509.0,177.0,0.0,76.0,183.0,196.0,176.0,55.0,0.0,50.0,131.0,147.0,133.0,48.0,0.0,26.0,52.0,49.0,43.0,7.0,HH,정체,110,57,105,52,206474,448005,11215,광진구,11215840,자양3동,106885,37.53152031,127.073245,CS100010,커피-음료,15.0,15.0,13.0,2.0,0.0,0.0,0.0,36416641.0,4947.0,21103354.0,15313287.0,1485240.0,3919594.0,5104074.0,5183560.0,5410886.0,7708821.0,7604466.0,0.0,3594989.0,11972094.0,10934741.0,9004096.0,910721.0,14235933.0,19382526.0,253299.0,5141256.0,12103507.0,8697744.0,5068595.0,2354058.0,2800.0,2147.0,254.0,562.0,665.0,690.0,629.0,1013.0,1134.0,0.0,584.0,1449.0,1318.0,1433.0,163.0,1997.0,2813.0,38.0,788.0,1708.0,1262.0,723.0,290.0,37.53152031,127.073245,비알코올,16,2427776.067,자양(뚝섬한강공원) (7호선),577.3,17849.315522,"106,885"
20243,A,골목상권,3110146,신자초등학교,1441247,675229,766018,294585,163055,227058,238970,213210,304369,435922,281728,147199,148367,227727,200305,202865,203755,204264,203174,202630,212407,212152,3483.0,1769.0,1714.0,386.0,503.0,535.0,468.0,577.0,1014.0,200.0,266.0,293.0,236.0,309.0,465.0,186.0,237.0,242.0,232.0,268.0,549.0,1780.0,0.0,1780.0,686.0,509.0,177.0,0.0,76.0,183.0,196.0,176.0,55.0,0.0,50.0,131.0,147.0,133.0,48.0,0.0,26.0,52.0,49.0,43.0,7.0,HH,정체,112,57,107,52,206474,448005,11215,광진구,11215840,자양3동,106885,37.53152031,127.073245,CS100001,한식음식점,18.0,18.0,6.0,1.0,6.0,1.0,0.0,1099580093.0,33005.0,735648227.0,363931866.0,171835466.0,125144319.0,129404984.0,142838498.0,166424960.0,192734893.0,171196973.0,1976790.0,9263992.0,351468957.0,111891246.0,531355226.0,93623882.0,678040845.0,317320703.0,1026979.0,68636304.0,163407642.0,189688497.0,295527343.0,277074787.0,24526.0,8479.0,5680.0,4398.0,4526.0,4748.0,5174.0,4307.0,4172.0,40.0,524.0,14249.0,3985.0,12526.0,1681.0,21622.0,9189.0,60.0,2043.0,5280.0,5567.0,9093.0,8766.0,37.53152031,127.073245,한식,30,61087782.94,자양(뚝섬한강공원) (7호선),577.3,17849.315522,"106,885"
20243,A,골목상권,3110146,신자초등학교,1441247,675229,766018,294585,163055,227058,238970,213210,304369,435922,281728,147199,148367,227727,200305,202865,203755,204264,203174,202630,212407,212152,3483.0,1769.0,1714.0,386.0,503.0,535.0,468.0,577.0,1014.0,200.0,266.0,293.0,236.0,309.0,465.0,186.0,237.0,242.0,232.0,268.0,549.0,1780.0,0.0,1780.0,686.0,509.0,177.0,0.0,76.0,183.0,196.0,176.0,55.0,0.0,50.0,131.0,147.0,133.0,48.0,0.0,26.0,52.0,49.0,43.0,7.0,HH,정체,112,57,107,52,206474,448005,11215,광진구,11215840,자양3동,106885,37.53152031,127.073245,CS100002,중식음식점,3.0,3.0,0.0,0.0,0.0,0.0,0.0,65174410.0,2984.0,42159464.0,23014946.0,6250963.0,7613612.0,6981262.0,10570840.0,10742787.0,10858396.0,12156550.0,0.0,0.0,33326738.0,8805922.0,23041750.0,0.0,36957256.0,16384305.0,702554.0,2522088.0,9519221.0,15370012.0,15595413.0,9632275.0,1899.0,1085.0,278.0,311.0,369.0,467.0,474.0,518.0,567.0,0.0,0.0,1504.0,520.0,960.0,0.0,1859.0,742.0,52.0,109.0,535.0,688.0,776.0,440.0,37.53152031,127.073245,중식,4,21724803.33,자양(뚝섬한강공원) (7호선),577.3,17849.315522,"106,885"
20243,A,골목상권,3110146,신자초등학교,1441247,675229,766018,294585,163055,227058,238970,213210,304369,435922,281728,147199,148367,227727,200305,202865,203755,204264,203174,202630,212407,212152,3483.0,1769.0,1714.0,386.0,503.0,535.0,468.0,577.0,1014.0,200.0,266.0,293.0,236.0,309.0,465.0,186.0,237.0,242.0,232.0,268.0,549.0,1780.0,0.0,1780.0,686.0,509.0,177.0,0.0,76.0,183.0,196.0,176.0,55.0,0.0,50.0,131.0,147.0,133.0,48.0,0.0,26.0,52.0,49.0,43.0,7.0,HH,정체,112,57,107,52,206474,448005,11215,광진구,11215840,자양3동,106885,37.53152031,127.073245,CS100010,커피-음료,15.0,15.0,0.0,0.0,0.0,0.0,0.0,30840134.0,4147.0,19051940.0,11788194.0,1555555.0,5699685.0,4935793.0,3297626.0,3563281.0,5120961.0,6667233.0,0.0,3404557.0,9180840.0,9051926.0,8072432.0,1130379.0,11403440.0,16358152.0,219545.0,4296559.0,8666037.0,7618262.0,5009809.0,1951379.0,2525.0,1622.0,228.0,640.0,642.0,458.0,557.0,765.0,857.0,0.0,528.0,1160.0,1154.0,1138.0,167.0,1680.0,2357.0,37.0,675.0,1296.0,1146.0,675.0,208.0,37.53152031,127.073245,비알코올,16,2056008.933,자양(뚝섬한강공원) (7호선),577.3,17849.315522,"106,885"
20244,A,골목상권,3110146,신자초등학교,1386514,648846,737668,281778,157248,224028,231583,200888,290991,418489,271332,140931,142058,220934,192771,194665,194224,196108,195585,196271,204302,205359,3483.0,1769.0,1714.0,386.0,503.0,535.0,468.0,577.0,1014.0,200.0,266.0,293.0,236.0,309.0,465.0,186.0,237.0,242.0,232.0,268.0,549.0,1780.0,0.0,1780.0,594.0,450.0,144.0,0.0,64.0,160.0,173.0,155.0,42.0,0.0,43.0,117.0,132.0,119.0,39.0,0.0,21.0,43.0,41.0,36.0,3.0,HH,정체,115,58,109,52,206474,448005,11215,광진구,11215840,자양3동,106885,37.53152031,127.073245,CS100001,한식음식점,17.0,17.0,0.0,0.0,6.0,1.0,0.0,1241557005.0,33732.0,863521248.0,378035757.0,206936242.0,180223746.0,156066869.0,152293530.0,168000861.0,213833224.0,164202533.0,2609100.0,6762839.0,392784340.0,125219182.0,589514557.0,124666987.0,731701661.0,328002460.0,1666925.0,65819201.0,179955344.0,215961137.0,279705804.0,316595711.0,24586.0,9146.0,5597.0,5055.0,4467.0,4556.0,4911.0,4916.0,4230.0,38.0,421.0,15048.0,4425.0,11931.0,1869.0,22116.0,9269.0,88.0,1958.0,5537.0,5852.0,8461.0,9490.0,37.53152031,127.073245,한식,30,73032765.0,자양(뚝섬한강공원) (7호선),577.3,17849.315522,"106,885"
20244,A,골목상권,3110146,신자초등학교,1386514,648846,737668,281778,157248,224028,231583,200888,290991,418489,271332,140931,142058,220934,192771,194665,194224,196108,195585,196271,204302,205359,3483.0,1769.0,1714.0,386.0,503.0,535.0,468.0,577.0,1014.0,200.0,266.0,293.0,236.0,309.0,465.0,186.0,237.0,242.0,232.0,268.0,549.0,1780.0,0.0,1780.0,594.0,450.0,144.0,0.0,64.0,160.0,173.0,155.0,42.0,0.0,43.0,117.0,132.0,119.0,39.0,0.0,21.0,43.0,41.0,36.0,3.0,HH,정체,115,58,109,52,206474,448005,11215,광진구,11215840,자양3동,106885,37.53152031,127.073245,CS100002,중식음식점,3.0,3.0,0.0,0.0,0.0,0.0,0.0,96140382.0,3094.0,55483158.0,40657224.0,2993716.0,6217333.0,24412666.0,10836679.0,11022764.0,23651808.0,17005416.0,0.0,142037.0,29668071.0,27346717.0,38983557.0,0.0,43943703.0,42995457.0,462752.0,3887665.0,9899143.0,17500726.0,45695446.0,9493426.0,1965.0,1129.0,184.0,315.0,506.0,470.0,490.0,460.0,669.0,0.0,6.0,1447.0,731.0,910.0,0.0,2125.0,817.0,40.0,188.0,516.0,785.0,1013.0,400.0,37.53152031,127.073245,중식,4,32046794.0,자양(뚝섬한강공원) (7호선),577.3,17849.315522,"106,885"
20244,A,골목상권,3110146,신자초등학교,1386514,648846,737668,281778,157248,224028,231583,200888,290991,418489,271332,140931,142058,220934,192771,194665,194224,196108,195585,196271,204302,205359,3483.0,1769.0,1714.0,386.0,503.0,535.0,468.0,577.0,1014.0,200.0,266.0,293.0,236.0,309.0,465.0,186.0,237.0,242.0,232.0,268.0,549.0,1780.0,0.0,1780.0,594.0,450.0,144.0,0.0,64.0,160.0,173.0,155.0,42.0,0.0,43.0,117.0,132.0,119.0,39.0,0.0,21.0,43.0,41.0,36.0,3.0,HH,정체,115,58,109,52,206474,448005,11215,광진구,11215840,자양3동,106885,37.53152031,127.073245,CS100010,커피-음료,14.0,15.0,7.0,1.0,7.0,1.0,1.0,26589886.0,3831.0,14893936.0,11695950.0,1171646.0,3290886.0,3044938.0,3269088.0,4117378.0,5757209.0,5938741.0,0.0,2203315.0,9834359.0,7530467.0,6264693.0,757052.0,11472533.0,13856330.0,124645.0,3758507.0,8259339.0,6507892.0,4846691.0,1831789.0,2228.0,1603.0,128.0,549.0,508.0,501.0,542.0,795.0,808.0,0.0,390.0,1335.0,1078.0,924.0,104.0,1720.0,2034.0,23.0,604.0,1226.0,950.0,736.0,214.0,37.53152031,127.073245,비알코올,16,1899277.571,자양(뚝섬한강공원) (7호선),577.3,17849.315522,"106,885"
20191,A,골목상권,3110147,능동우편취급국,1729229,867886,861342,218193,341844,315900,258592,247287,347412,531117,366950,176974,166721,246613,240852,245032,248316,245263,243971,241539,247932,257174,,,,,,,,,,,,,,,,,,,,,,,,,267.0,145.0,122.0,0.0,33.0,55.0,59.0,62.0,58.0,0.0,12.0,30.0,34.0,32.0,37.0,0.0,21.0,25.0,25.0,30.0,21.0,LL,다이나믹,93,47,93,48,206519,450742,11215,광진구,11215730,군자동,157029,37.55618033,127.0737784,CS100001,한식음식점,22.0,23.0,0.0,0.0,9.0,2.0,1.0,620002349.0,19739.0,458505751.0,161496598.0,74864282.0,67682581.0,105487551.0,82939158.0,127532179.0,90203140.0,71293458.0,51076025.0,1058010.0,149925201.0,57449058.0,214459507.0,146034548.0,335300976.0,191633160.0,635435.0,85859439.0,112082699.0,124154397.0,128553360.0,75648806.0,15296.0,4443.0,2546.0,2834.0,2906.0,3221.0,3789.0,2474.0,1969.0,1012.0,138.0,7075.0,2307.0,6133.0,3074.0,10798.0,7309.0,62.0,4332.0,3457.0,4132.0,3717.0,2408.0,37.55618033,127.0737784,한식,50,28181924.95,군자(능동) (7호선),515.5,24569.041143,"157,029"
20191,A,골목상권,3110147,능동우편취급국,1729229,867886,861342,218193,341844,315900,258592,247287,347412,531117,366950,176974,166721,246613,240852,245032,248316,245263,243971,241539,247932,257174,,,,,,,,,,,,,,,,,,,,,,,,,267.0,145.0,122.0,0.0,33.0,55.0,59.0,62.0,58.0,0.0,12.0,30.0,34.0,32.0,37.0,0.0,21.0,25.0,25.0,30.0,21.0,LL,다이나믹,93,47,93,48,206519,450742,11215,광진구,11215730,군자동,157029,37.55618033,127.0737784,CS100002,중식음식점,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.55618033,127.0737784,중식,6,,군자(능동) (7호선),515.5,24569.041143,"157,029"
20191,A,골목상권,3110147,능동우편취급국,1729229,867886,861342,218193,341844,315900,258592,247287,347412,531117,366950,176974,166721,246613,240852,245032,248316,245263,243971,241539,247932,257174,,,,,,,,,,,,,,,,,,,,,,,,,267.0,145.0,122.0,0.0,33.0,55.0,59.0,62.0,58.0,0.0,12.0,30.0,34.0,32.0,37.0,0.0,21.0,25.0,25.0,30.0,21.0,LL,다이나믹,93,47,93,48,206519,450742,11215,광진구,11215730,군자동,157029,37.55618033,127.0737784,CS100010,커피-음료,3.0,3.0,0.0,0.0,33.0,1.0,0.0,17979815.0,2654.0,15724810.0,2255005.0,3235569.0,2921503.0,3360715.0,2989020.0,3218003.0,1739586.0,515419.0,0.0,519186.0,6593724.0,7032620.0,3787307.0,46978.0,6819806.0,10993643.0,0.0,6203280.0,6457646.0,3285579.0,1594811.0,272132.0,2343.0,311.0,437.0,433.0,473.0,514.0,486.0,235.0,76.0,0.0,144.0,962.0,1024.0,518.0,6.0,1137.0,1492.0,0.0,1098.0,803.0,472.0,199.0,57.0,37.55618033,127.0737784,비알코올,17,5993271.667,군자(능동) (7호선),515.5,24569.041143,"157,029"
20192,A,골목상권,3110147,능동우편취급국,1641564,818194,823370,194854,353023,302303,241132,235196,315057,509190,348683,165197,154699,233321,230474,234286,234092,233985,233661,230495,231427,243619,,,,,,,,,,,,,,,,,,,,,,,,,267.0,145.0,122.0,0.0,33.0,55.0,59.0,62.0,58.0,0.0,12.0,30.0,34.0,32.0,37.0,0.0,21.0,25.0,25.0,30.0,21.0,LL,다이나믹,92,47,93,49,206519,450742,11215,광진구,11215730,군자동,157029,37.55618033,127.0737784,CS100001,한식음식점,21.0,24.0,17.0,4.0,13.0,3.0,3.0,768592850.0,26529.0,565104543.0,203488307.0,92645568.0,129377868.0,111549514.0,114927071.0,116604522.0,117110094.0,86378213.0,42232960.0,4040596.0,223009793.0,61878999.0,272258945.0,165171557.0,406773631.0,228597903.0,1486978.0,114180243.0,125528644.0,170134715.0,145388169.0,78652787.0,20984.0,5545.0,4125.0,4130.0,4462.0,4498.0,3769.0,3131.0,2414.0,911.0,325.0,10598.0,3058.0,7984.0,3653.0,15246.0,9166.0,102.0,6102.0,4273.0,6163.0,5377.0,2395.0,37.55618033,127.0737784,한식,50,36599659.52,군자(능동) (7호선),515.5,24569.041143,"157,029"
20192,A,골목상권,3110147,능동우편취급국,1641564,818194,823370,194854,353023,302303,241132,235196,315057,509190,348683,165197,154699,233321,230474,234286,234092,233985,233661,230495,231427,243619,,,,,,,,,,,,,,,,,,,,,,,,,267.0,145.0,122.0,0.0,33.0,55.0,59.0,62.0,58.0,0.0,12.0,30.0,34.0,32.0,37.0,0.0,21.0,25.0,25.0,30.0,21.0,LL,다이나믹,92,47,93,49,206519,450742,11215,광진구,11215730,군자동,157029,37.55618033,127.0737784,CS100002,중식음식점,2.0,2.0,50.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.55618033,127.0737784,중식,6,,군자(능동) (7호선),515.5,24569.041143,"157,029"
20192,A,골목상권,3110147,능동우편취급국,1641564,818194,823370,194854,353023,302303,241132,235196,315057,509190,348683,165197,154699,233321,230474,234286,234092,233985,233661,230495,231427,243619,,,,,,,,,,,,,,,,,,,,,,,,,267.0,145.0,122.0,0.0,33.0,55.0,59.0,62.0,58.0,0.0,12.0,30.0,34.0,32.0,37.0,0.0,21.0,25.0,25.0,30.0,21.0,LL,다이나믹,92,47,93,49,206519,450742,11215,광진구,11215730,군자동,157029,37.55618033,127.0737784,CS100010,커피-음료,3.0,3.0,0.0,0.0,0.0,0.0,0.0,17357835.0,2677.0,15636690.0,1721145.0,2714309.0,3588537.0,3682232.0,2910702.0,2740910.0,1323124.0,398021.0,0.0,938553.0,6933354.0,5305508.0,3898550.0,281870.0,6272607.0,10471245.0,62780.0,5370687.0,6766486.0,2564880.0,1617738.0,361281.0,2394.0,283.0,407.0,569.0,557.0,431.0,430.0,221.0,62.0,0.0,200.0,1046.0,750.0,646.0,35.0,1134.0,1475.0,12.0,1064.0,882.0,316.0,266.0,69.0,37.55618033,127.0737784,비알코올,17,5785945.0,군자(능동) (7호선),515.5,24569.041143,"157,029"
20193,A,골목상권,3110147,능동우편취급국,1583614,785673,797940,178648,340368,302221,235639,222706,304031,496187,338605,157240,146859,223200,221523,225161,224547,223863,223511,221084,227431,238016,,,,,,,,,,,,,,,,,,,,,,,,,267.0,145.0,122.0,0.0,33.0,55.0,59.0,62.0,58.0,0.0,12.0,30.0,34.0,32.0,37.0,0.0,21.0,25.0,25.0,30.0,21.0,LH,상권확장,85,49,92,48,206519,450742,11215,광진구,11215730,군자동,157029,37.55618033,127.0737784,CS100001,한식음식점,21.0,24.0,8.0,2.0,8.0,2.0,3.0,683458213.0,27077.0,505268470.0,178189743.0,91077295.0,96705536.0,106738383.0,103490040.0,107257216.0,90927552.0,87262191.0,39209597.0,3164872.0,195015035.0,45040038.0,243833758.0,157194913.0,346125996.0,215587998.0,1541076.0,103237568.0,113818487.0,110697889.0,148532383.0,83886592.0,21004.0,6073.0,4638.0,4123.0,4075.0,4128.0,4040.0,3221.0,2852.0,860.0,337.0,11668.0,2742.0,7871.0,3599.0,15045.0,8364.0,169.0,5790.0,4717.0,4660.0,5547.0,2530.0,37.55618033,127.0737784,한식,50,32545629.19,군자(능동) (7호선),515.5,24569.041143,"157,029"
20193,A,골목상권,3110147,능동우편취급국,1583614,785673,797940,178648,340368,302221,235639,222706,304031,496187,338605,157240,146859,223200,221523,225161,224547,223863,223511,221084,227431,238016,,,,,,,,,,,,,,,,,,,,,,,,,267.0,145.0,122.0,0.0,33.0,55.0,59.0,62.0,58.0,0.0,12.0,30.0,34.0,32.0,37.0,0.0,21.0,25.0,25.0,30.0,21.0,LH,상권확장,85,49,92,48,206519,450742,11215,광진구,11215730,군자동,157029,37.55618033,127.0737784,CS100002,중식음식점,1.0,1.0,0.0,0.0,100.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.55618033,127.0737784,중식,6,,군자(능동) (7호선),515.5,24569.041143,"157,029"
20193,A,골목상권,3110147,능동우편취급국,1583614,785673,797940,178648,340368,302221,235639,222706,304031,496187,338605,157240,146859,223200,221523,225161,224547,223863,223511,221084,227431,238016,,,,,,,,,,,,,,,,,,,,,,,,,267.0,145.0,122.0,0.0,33.0,55.0,59.0,62.0,58.0,0.0,12.0,30.0,34.0,32.0,37.0,0.0,21.0,25.0,25.0,30.0,21.0,LH,상권확장,85,49,92,48,206519,450742,11215,광진구,11215730,군자동,157029,37.55618033,127.0737784,CS100010,커피-음료,4.0,4.0,25.0,1.0,0.0,0.0,0.0,17105187.0,2548.0,15331805.0,1773382.0,2702960.0,2982504.0,4437480.0,2687574.0,2521287.0,1377243.0,396139.0,0.0,1536841.0,6476804.0,5008082.0,4083460.0,0.0,7179723.0,9504843.0,37668.0,6627105.0,5501088.0,2695718.0,1345380.0,477606.0,2298.0,250.0,469.0,489.0,478.0,443.0,419.0,193.0,57.0,0.0,320.0,1009.0,769.0,450.0,0.0,1090.0,1389.0,12.0,1024.0,739.0,441.0,208.0,57.0,37.55618033,127.0737784,비알코올,17,4276296.75,군자(능동) (7호선),515.5,24569.041143,"157,029"
20194,A,골목상권,3110147,능동우편취급국,1532498,760620,771878,176429,341635,288769,225662,211356,288647,486171,329973,150385,139314,213717,212937,217303,217337,218716,216515,210740,220499,231386,6402.0,3208.0,3194.0,677.0,1337.0,1214.0,871.0,1005.0,1298.0,352.0,683.0,627.0,442.0,508.0,596.0,325.0,654.0,587.0,429.0,497.0,702.0,3330.0,0.0,3330.0,267.0,145.0,122.0,0.0,33.0,55.0,59.0,62.0,58.0,0.0,12.0,30.0,34.0,32.0,37.0,0.0,21.0,25.0,25.0,30.0,21.0,LH,상권확장,83,49,92,48,206519,450742,11215,광진구,11215730,군자동,157029,37.55618033,127.0737784,CS100001,한식음식점,21.0,24.0,4.0,1.0,4.0,1.0,3.0,892654649.0,31604.0,665333651.0,227320998.0,101948633.0,140651586.0,116482431.0,130017076.0,176233925.0,129498074.0,97822924.0,36908818.0,2472225.0,276579798.0,67827377.0,325291518.0,183574913.0,469602202.0,266758659.0,3244607.0,122581170.0,140359168.0,148330870.0,214073535.0,107771509.0,25099.0,6505.0,5129.0,5493.0,4713.0,5113.0,4651.0,3537.0,2968.0,736.0,263.0,13851.0,3864.0,9201.0,3689.0,18178.0,10278.0,208.0,7167.0,5047.0,5715.0,6599.0,3717.0,37.55618033,127.0737784,한식,50,42507364.24,군자(능동) (7호선),515.5,24569.041143,"157,029"
20194,A,골목상권,3110147,능동우편취급국,1532498,760620,771878,176429,341635,288769,225662,211356,288647,486171,329973,150385,139314,213717,212937,217303,217337,218716,216515,210740,220499,231386,6402.0,3208.0,3194.0,677.0,1337.0,1214.0,871.0,1005.0,1298.0,352.0,683.0,627.0,442.0,508.0,596.0,325.0,654.0,587.0,429.0,497.0,702.0,3330.0,0.0,3330.0,267.0,145.0,122.0,0.0,33.0,55.0,59.0,62.0,58.0,0.0,12.0,30.0,34.0,32.0,37.0,0.0,21.0,25.0,25.0,30.0,21.0,LH,상권확장,83,49,92,48,206519,450742,11215,광진구,11215730,군자동,157029,37.55618033,127.0737784,CS100002,중식음식점,2.0,2.0,50.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.55618033,127.0737784,중식,6,,군자(능동) (7호선),515.5,24569.041143,"157,029"
20194,A,골목상권,3110147,능동우편취급국,1532498,760620,771878,176429,341635,288769,225662,211356,288647,486171,329973,150385,139314,213717,212937,217303,217337,218716,216515,210740,220499,231386,6402.0,3208.0,3194.0,677.0,1337.0,1214.0,871.0,1005.0,1298.0,352.0,683.0,627.0,442.0,508.0,596.0,325.0,654.0,587.0,429.0,497.0,702.0,3330.0,0.0,3330.0,267.0,145.0,122.0,0.0,33.0,55.0,59.0,62.0,58.0,0.0,12.0,30.0,34.0,32.0,37.0,0.0,21.0,25.0,25.0,30.0,21.0,LH,상권확장,83,49,92,48,206519,450742,11215,광진구,11215730,군자동,157029,37.55618033,127.0737784,CS100010,커피-음료,5.0,5.0,20.0,1.0,0.0,0.0,0.0,18180621.0,2658.0,15348322.0,2832299.0,2232207.0,3393301.0,3467342.0,3034449.0,3221023.0,2304951.0,527348.0,0.0,799664.0,6339894.0,6060099.0,4922241.0,58723.0,7664878.0,10137811.0,97480.0,7028506.0,4116503.0,3625895.0,2356722.0,577583.0,2291.0,367.0,371.0,475.0,494.0,466.0,485.0,292.0,75.0,0.0,176.0,1008.0,795.0,667.0,12.0,1125.0,1495.0,29.0,1181.0,558.0,533.0,265.0,55.0,37.55618033,127.0737784,비알코올,17,3636124.2,군자(능동) (7호선),515.5,24569.041143,"157,029"
