bizesId,bizesNm,brchNm,indsLclsCd,indsLclsNm,indsMclsCd,indsMclsNm,indsSclsCd,indsSclsNm,ksicCd,ksicNm,ctprvnCd,ctprvnNm,signguCd,signguNm,adongCd,adongNm,ldongCd,ldongNm,lnoCd,plotSctCd,plotSctNm,lnoMnno,lnoSlno,lnoAdr,rdnmCd,rdnm,bldMnno,bldSlno,bldMngNo,bldNm,rdnmAdr,oldZipcd,newZipcd,dongNo,flrNo,hoNo,lon,lat
MA010120220813482635,당산오돌,구의역점,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,246,33,서울특별시 광진구 구의동 246-33,1.12154E+11,서울특별시 광진구 자양로18길,12,,1.12151E+24,,서울특별시 광진구 자양로18길 12,143825,5044,,2,,127.08411282,37.537432648
MA010120220813452182,이태리부대찌개,건대점,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,7,4,서울특별시 광진구 화양동 7-4,1.12153E+11,서울특별시 광진구 아차산로,221,,1.12151E+24,,서울특별시 광진구 아차산로 221,143914,5018,,1,,127.06821908,37.541037889
MA010120220813433540,싹쓰리삼겹살,구의점,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,221,59,서울특별시 광진구 구의동 221-59,1.12154E+11,서울특별시 광진구 아차산로57길,14,,1.12151E+24,,서울특별시 광진구 아차산로57길 14,143823,5041,,1,,127.08840306,37.539123394
MA010120220813531793,유가네닭갈비군자역점,,I2,음식,I201,한식,I20110,닭/오리고기 구이/찜,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215780,능동,1121510200,능동,1.12151E+18,1,대지,222,10,서울특별시 광진구 능동 222-10,1.12154E+11,서울특별시 광진구 능동로36길,21,,1.12151E+24,,서울특별시 광진구 능동로36길 21,143847,4985,,2,,127.08042164,37.556058863
MA010120220813488409,이모네포차,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,246,96,서울특별시 광진구 구의동 246-96,1.12154E+11,서울특별시 광진구 자양로18길,44,,1.12151E+24,,서울특별시 광진구 자양로18길 44,143825,5044,,1,,127.08595761,37.537872809
MA010120220813587128,태평양수산회세꼬시,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,473,17,서울특별시 광진구 군자동 473-17,1.12153E+11,서울특별시 광진구 군자로,183,,1.12151E+24,,서울특별시 광진구 군자로 183,143838,4996,,1,,127.07823838,37.557015387
MA010120220813621508,한성칡냉면,,I2,음식,I201,한식,I20106,냉면/밀면,I56112,한식 면 요리 전문점,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,221,82,서울특별시 광진구 구의동 221-82,1.12153E+11,서울특별시 광진구 구의로,19,,1.12151E+24,,서울특별시 광진구 구의로 19,143823,5041,,1,,127.08932014,37.539609244
MA010120220813627651,나인다트,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,45,71,서울특별시 광진구 화양동 45-71,1.12154E+11,서울특별시 광진구 동일로22길,31,,1.12151E+24,,서울특별시 광진구 동일로22길 31,143917,5019,,지,,127.06604762,37.542228442
MA010120220813657215,명륜진사갈비,구의역점,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1.12151E+18,1,대지,216,9,서울특별시 광진구 자양동 216-9,1.12153E+11,서울특별시 광진구 아차산로,380,,1.12151E+24,,서울특별시 광진구 아차산로 380,143851,5051,,1,,127.08500576,37.536621108
MA010120220813640945,원셰프의행복식탁,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,243,23,서울특별시 광진구 구의동 243-23,1.12153E+11,서울특별시 광진구 아차산로,411,1,1.12151E+24,,서울특별시 광진구 아차산로 411-1,143825,5044,,1,,127.08836768,37.53790707
MA010120220813702464,조서방순대국,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215750,중곡2동,1121510100,중곡동,1.12151E+18,1,대지,150,202,서울특별시 광진구 중곡동 150-202,1.12153E+11,서울특별시 광진구 긴고랑로,88,,1.12151E+24,,서울특별시 광진구 긴고랑로 88,143896,4922,,1,,127.0851234,37.560479462
MA010120220813671620,민물장어포차,,I2,음식,I201,한식,I20112,해산물 구이/찜,I56114,한식 해산물 요리 전문점,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,633,2,서울특별시 광진구 자양동 633-2,1.12154E+11,서울특별시 광진구 자양로9길,58,,1.12151E+24,,서울특별시 광진구 자양로9길 58,143867,5061,,1,,127.0817203,37.532722095
MA010120220813668329,천년초손칼국수,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,667,,서울특별시 광진구 구의동 667,1.12153E+11,서울특별시 광진구 아차산로,431,,1.12151E+24,강변에스케이뷰,서울특별시 광진구 아차산로 431,143203,5045,,1,,127.09019024,37.538653523
MA010120220813684413,육일관,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,8,35,서울특별시 광진구 화양동 8-35,1.12154E+11,서울특별시 광진구 아차산로31길,10,,1.12151E+24,,서울특별시 광진구 아차산로31길 10,143914,5017,,1,,127.06949804,37.541415563
MA010120220813696002,램스야,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1.12151E+18,1,대지,184,3,서울특별시 광진구 광장동 184-3,1.12154E+11,서울특별시 광진구 아차산로78길,166,,1.12151E+24,광장빌딩,서울특별시 광진구 아차산로78길 166,143803,4969,,1,,127.10857913,37.548080517
MA010120220813674897,문가네에프앤비,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215740,중곡1동,1121510100,중곡동,1.12151E+18,1,대지,638,5,서울특별시 광진구 중곡동 638-5,1.12153E+11,서울특별시 광진구 면목로,53,,1.12151E+24,용담빌딩,서울특별시 광진구 면목로 53,143912,4920,,1,,127.07710844,37.558782085
MA010120220813720463,용마곱창,,I2,음식,I201,한식,I20109,곱창 전골/구이,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215740,중곡1동,1121510100,중곡동,1.12151E+18,1,대지,241,30,서울특별시 광진구 중곡동 241-30,1.12153E+11,서울특별시 광진구 긴고랑로,31,,1.12151E+24,,서울특별시 광진구 긴고랑로 31,143903,4910,,1,,127.08003325,37.563276111
MA010120220813759484,춘천집명가,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,7,1,서울특별시 광진구 화양동 7-1,1.12154E+11,서울특별시 광진구 아차산로33길,7,,1.12151E+24,,서울특별시 광진구 아차산로33길 7,143914,5018,,,,127.06992737,37.540712529
MA010120220813726666,유성집,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215860,구의2동,1121510300,구의동,1.12151E+18,1,대지,57,30,서울특별시 광진구 구의동 57-30,1.12154E+11,서울특별시 광진구 천호대로137길,9,,1.12151E+24,한울타워,서울특별시 광진구 천호대로137길 9,143818,4962,,2,,127.09283996,37.549436428
MA010120220813742416,보승회관성수,건대점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,23,28,서울특별시 광진구 화양동 23-28,1.12153E+11,서울특별시 광진구 동일로,170,,1.12151E+24,외,서울특별시 광진구 동일로 170,143916,5007,,1,,127.06705914,37.547201388
MA010120220813765744,백제곱창,,I2,음식,I201,한식,I20109,곱창 전골/구이,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215770,중곡4동,1121510100,중곡동,1.12151E+18,1,대지,113,24,서울특별시 광진구 중곡동 113-24,1.12154E+11,서울특별시 광진구 자양로45길,42,,1.12151E+24,,서울특별시 광진구 자양로45길 42,143889,4952,,1,,127.09093174,37.552942795
MA010120220813767197,콤마,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215740,중곡1동,1121510100,중곡동,1.12151E+18,1,대지,235,3,서울특별시 광진구 중곡동 235-3,1.12153E+11,서울특별시 광진구 동일로,394,,1.12151E+24,,서울특별시 광진구 동일로 394,143903,4912,,1,,127.07753428,37.565611359
MA010120220813772004,천지샤브샤브,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,9,25,서울특별시 광진구 화양동 9-25,1.12154E+11,서울특별시 광진구 아차산로29길,22,,1.12151E+24,,서울특별시 광진구 아차산로29길 22,143914,5018,,2,,127.06862713,37.541803502
MA010120220813745514,숨비소리,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,112,16,서울특별시 광진구 화양동 112-16,1.12154E+11,서울특별시 광진구 능동로19길,17,,1.12151E+24,,서울특별시 광진구 능동로19길 17,143915,5009,,1,,127.0727849,37.547017797
MA010120220813750704,탐나는돈,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,23,42,서울특별시 광진구 화양동 23-42,1.12154E+11,서울특별시 광진구 광나루로12길,22,,1.12151E+24,,서울특별시 광진구 광나루로12길 22,143916,5007,,1,,127.06740955,37.546768709
MA010120220813739860,"사거리곱창,등갈비",,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215740,중곡1동,1121510100,중곡동,1.12151E+18,1,대지,245,24,서울특별시 광진구 중곡동 245-24,1.12153E+11,서울특별시 광진구 긴고랑로,30,,1.12151E+24,,서울특별시 광진구 긴고랑로 30,143904,4913,,1,,127.07943315,37.563069287
MA010120220813808759,자양주점,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1.12151E+18,1,대지,652,6,서울특별시 광진구 자양동 652-6,1.12153E+11,서울특별시 광진구 뚝섬로,646,1,1.12151E+24,제이앤에스하이츠빌,서울특별시 광진구 뚝섬로 646-1,143872,5101,,,,127.08131153,37.531370875
MA010120220813814880,거보주,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,257,129,서울특별시 광진구 구의동 257-129,1.12154E+11,서울특별시 광진구 아차산로51길,24,,1.12151E+24,1~2층,서울특별시 광진구 아차산로51길 24,143828,5043,,,,127.08517708,37.538035555
MA010120220813815836,새벽집,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,503,,서울특별시 광진구 군자동 503,1.12153E+11,서울특별시 광진구 광나루로,369,,1.12151E+24,광진두산위브파크,서울특별시 광진구 광나루로 369,143840,5005,,1,,127.07105491,37.548460449
MA010120220813820628,찐국수,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,11,서울특별시,11215,광진구,11215750,중곡2동,1121510100,중곡동,1.12151E+18,1,대지,138,23,서울특별시 광진구 중곡동 138-23,1.12154E+11,서울특별시 광진구 천호대로111길,50,,1.12151E+24,유진아트빌,서울특별시 광진구 천호대로111길 50,143891,4926,,1,,127.08320835,37.558417545
MA010120220813817216,스타소곱창,,I2,음식,I201,한식,I20109,곱창 전골/구이,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,212,1,서울특별시 광진구 구의동 212-1,1.12154E+11,서울특별시 광진구 아차산로65길,9,,1.12151E+24,,서울특별시 광진구 아차산로65길 9,143822,5035,,1,,127.0941191,37.540740776
MA010120220813780363,마포회관,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,114,5,서울특별시 광진구 화양동 114-5,1.12154E+11,서울특별시 광진구 능동로19길,41,,1.12151E+24,,서울특별시 광진구 능동로19길 41,143915,5009,,1,,127.0715064,37.547243828
MA010120220813786592,강남밥상,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215750,중곡2동,1121510100,중곡동,1.12151E+18,1,대지,47,12,서울특별시 광진구 중곡동 47-12,1.12154E+11,서울특별시 광진구 긴고랑로16길,58,,1.12151E+24,,서울특별시 광진구 긴고랑로16길 58,143885,4927,,1,,127.08147795,37.559535988
MA010120220813787283,이가숯불닭갈비,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,257,92,서울특별시 광진구 구의동 257-92,1.12154E+11,서울특별시 광진구 자양로18길,45,,1.12151E+24,,서울특별시 광진구 자양로18길 45,143828,5042,,1,,127.08605973,37.538125015
MA010120220813845848,소사면옥,,I2,음식,I201,한식,I20106,냉면/밀면,I56112,한식 면 요리 전문점,11,서울특별시,11215,광진구,11215780,능동,1121510200,능동,1.12151E+18,1,대지,283,7,서울특별시 광진구 능동 283-7,1.12153E+11,서울특별시 광진구 능동로,270,,1.12151E+24,윤중빌딩,서울특별시 광진구 능동로 270,143847,4990,,,,127.07809948,37.554060208
MA010120220813857928,대전순대국,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,246,12,서울특별시 광진구 구의동 246-12,1.12154E+11,서울특별시 광진구 자양로18길,20,,1.12151E+24,,서울특별시 광진구 자양로18길 20,143825,5044,,1,,127.08457686,37.537558456
MA010120220813869603,귀한족발,,I2,음식,I201,한식,I20103,족발/보쌈,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,42,16,서울특별시 광진구 화양동 42-16,1.12153E+11,서울특별시 광진구 동일로,114,,1.12151E+24,일부,서울특별시 광진구 동일로 114,143917,5020,,1,,127.06458839,37.542751829
MA010120220813843517,라희식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,546,4,서울특별시 광진구 구의동 546-4,1.12154E+11,서울특별시 광진구 광나루로56길,85,,1.12151E+24,,서울특별시 광진구 광나루로56길 85,143721,5116,,9,,127.0956968,37.535720938
MA010120220813919699,구의동손칼국수,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,251,177,서울특별시 광진구 구의동 251-177,1.12153E+11,서울특별시 광진구 자양로,154,,1.12151E+24,솔렌시아1차,서울특별시 광진구 자양로 154,143826,5039,,1,,127.08394738,37.541243995
MA010120220813954596,장충동한방족발,,I2,음식,I201,한식,I20103,족발/보쌈,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,623,46,서울특별시 광진구 자양동 623-46,1.12154E+11,서울특별시 광진구 자양로13나길,4,,1.12151E+24,,서울특별시 광진구 자양로13나길 4,143866,5057,,1,,127.0807257,37.53366883
MA010120220813973280,지랄닭발,,I2,음식,I201,한식,I20110,닭/오리고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,358,9,서울특별시 광진구 군자동 358-9,1.12153E+11,서울특별시 광진구 광나루로,361,,1.12151E+24,광진동양파라곤2단지,서울특별시 광진구 광나루로 361,143840,5003,,1,,127.06975355,37.548470235
MA010120220813962186,영양닭곰탕,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215750,중곡2동,1121510100,중곡동,1.12151E+18,1,대지,142,32,서울특별시 광진구 중곡동 142-32,1.12154E+11,서울특별시 광진구 능동로38길,35,,1.12151E+24,,서울특별시 광진구 능동로38길 35,143891,4929,,1,,127.08181493,37.557202172
MA010120220813957249,마린보이동태코다리,,I2,음식,I201,한식,I20112,해산물 구이/찜,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,244,19,서울특별시 광진구 구의동 244-19,1.12153E+11,서울특별시 광진구 아차산로,421,,1.12151E+24,,서울특별시 광진구 아차산로 421,143918,5045,,1,,127.08951084,37.53822156
MA010120220813963053,아차산닭한마리,,I2,음식,I201,한식,I20110,닭/오리고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1.12151E+18,1,대지,378,9,서울특별시 광진구 광장동 378-9,1.12154E+11,서울특별시 광진구 광장로1나길,13,,1.12151E+24,,서울특별시 광진구 광장로1나길 13,143811,4966,,1,,127.10174486,37.548609182
MA010120220813968495,독도수산,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,553,303,서울특별시 광진구 자양동 553-303,1.12154E+11,서울특별시 광진구 뚝섬로23길,48,,1.12151E+24,,서울특별시 광진구 뚝섬로23길 48,143862,5076,,1,,127.06604318,37.537191856
MA010120220814013371,순천만갯벌낙지,,I2,음식,I201,한식,I20112,해산물 구이/찜,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1.12151E+18,1,대지,245,10,서울특별시 광진구 광장동 245-10,1.12154E+11,서울특별시 광진구 천호대로143길,8,7,1.12151E+24,명칭없음,서울특별시 광진구 천호대로143길 8-7,143805,4968,,1,,127.10341609,37.546021865
MA010120220814064930,프레퍼스다이어트푸드,건대점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,7,3,서울특별시 광진구 화양동 7-3,1.12153E+11,서울특별시 광진구 아차산로,229,,1.12151E+24,한림타워,서울특별시 광진구 아차산로 229,143717,5018,,1,,127.06901091,37.540785149
MA010120220814019711,성수하늘,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215840,자양3동,1121510500,자양동,1.12151E+18,1,대지,227,342,서울특별시 광진구 자양동 227-342,1.12153E+11,서울특별시 광진구 능동로,92,,1.12151E+24,롯데백화점,서울특별시 광진구 능동로 92,143854,5065,,2,,127.07121566,37.53899986
MA010120220814025896,한식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,36,59,서울특별시 광진구 화양동 36-59,1.12154E+11,서울특별시 광진구 동일로24길,29,,1.12151E+24,,서울특별시 광진구 동일로24길 29,143917,5015,,1,,127.06684099,37.543678605
MA010120220814032659,박가네삼겹,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,845,15,서울특별시 광진구 자양동 845-15,1.12154E+11,서울특별시 광진구 뚝섬로23길,37,,1.12151E+24,,서울특별시 광진구 뚝섬로23길 37,143842,5078,,1,,127.06547756,37.537318311
MA010120220814027057,힘찬갯벌낙지,,I2,음식,I201,한식,I20112,해산물 구이/찜,I56114,한식 해산물 요리 전문점,11,서울특별시,11215,광진구,11215740,중곡1동,1121510100,중곡동,1.12151E+18,1,대지,648,14,서울특별시 광진구 중곡동 648-14,1.12154E+11,서울특별시 광진구 능동로37길,6,,1.12151E+24,,서울특별시 광진구 능동로37길 6,143912,4919,,1,,127.07958641,37.558185782
MA010120220814044713,배달삼겹돼지되지,구의점,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,203,13,서울특별시 광진구 구의동 203-13,1.12154E+11,서울특별시 광진구 구의로16길,33,,1.12151E+24,,서울특별시 광진구 구의로16길 33,143821,5033,,1,,127.09233474,37.543526273
MA010120220814086773,최씨부엌,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,546,4,서울특별시 광진구 구의동 546-4,1.12154E+11,서울특별시 광진구 광나루로56길,85,,1.12151E+24,,서울특별시 광진구 광나루로56길 85,143721,5116,,1,,127.0956968,37.535720938
MA010120220814088127,아차산유황오리,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215770,중곡4동,1121510100,중곡동,1.12151E+18,1,대지,109,4,서울특별시 광진구 중곡동 109-4,1.12153E+11,서울특별시 광진구 영화사로,62,1,1.12151E+24,,서울특별시 광진구 영화사로 62-1,143889,4951,,1,,127.09294864,37.554941439
MA010120220814072445,강남아씨죽,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,241,35,서울특별시 광진구 구의동 241-35,1.12154E+11,서울특별시 광진구 아차산로55길,82,,1.12151E+24,,서울특별시 광진구 아차산로55길 82,143824,5041,,1,,127.08701343,37.540935436
MA010120220814101435,곰작골나주곰탕화양점,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,24,1,서울특별시 광진구 화양동 24-1,1.12153E+11,서울특별시 광진구 동일로,164,,1.12151E+24,,서울특별시 광진구 동일로 164,143916,5013,,1,,127.06685506,37.546760014
MA010120220814078152,제주뜰향갈치,전문점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215740,중곡1동,1121510100,중곡동,1.12151E+18,1,대지,165,3,서울특별시 광진구 중곡동 165-3,1.12153E+11,서울특별시 광진구 능동로,387,,1.12151E+24,,서울특별시 광진구 능동로 387,143899,4909,,,,127.08293153,37.563940848
MA010120220814112827,정원복돼지,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,468,10,서울특별시 광진구 군자동 468-10,1.12154E+11,서울특별시 광진구 동일로60길,48,1,1.12151E+24,바우하우스,서울특별시 광진구 동일로60길 48-1,143838,4994,,1,,127.07593017,37.557584522
MA010120220814161520,청춘갈비건대,2호점,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,11,9,서울특별시 광진구 화양동 11-9,1.12154E+11,서울특별시 광진구 동일로24길,103,,1.12151E+24,,서울특별시 광진구 동일로24길 103,143914,5016,,3,,127.07070969,37.542387923
MA010120220814167129,원복정,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215760,중곡3동,1121510100,중곡동,1.12151E+18,1,대지,210,9,서울특별시 광진구 중곡동 210-9,1.12153E+11,서울특별시 광진구 면목로,185,,1.12151E+24,,서울특별시 광진구 면목로 185,143902,4902,,1,,127.0829719,37.569725212
MA010120220814169807,호우시절,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,616,24,서울특별시 광진구 자양동 616-24,1.12153E+11,서울특별시 광진구 뚝섬로,623,,1.12151E+24,유일빌딩,서울특별시 광진구 뚝섬로 623,143866,5063,,1,,127.07906126,37.532462615
MA010120220814172272,설악칡냉면,,I2,음식,I201,한식,I20106,냉면/밀면,I56112,한식 면 요리 전문점,11,서울특별시,11215,광진구,11215860,구의2동,1121510300,구의동,1.12151E+18,1,대지,78,9,서울특별시 광진구 구의동 78-9,1.12153E+11,서울특별시 광진구 자양로,249,,1.12151E+24,,서울특별시 광진구 자양로 249,143819,4992,,1,,127.08921802,37.548862581
MA010120220814131005,더슬로스일감호점,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,773,9,서울특별시 광진구 자양동 773-9,1.12153E+11,서울특별시 광진구 아차산로,325,,1.12151E+24,,서울특별시 광진구 아차산로 325,143853,5027,,1,,127.07901037,37.537841622
MA010120220814146841,담꼬직화구이정식,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,627,1,서울특별시 광진구 자양동 627-1,1.12154E+11,서울특별시 광진구 자양로13길,9,,1.12151E+24,,서울특별시 광진구 자양로13길 9,143867,5056,,1,,127.08340922,37.535550056
MA010120220814133573,동의보감,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,34,41,서울특별시 광진구 화양동 34-41,1.12154E+11,서울특별시 광진구 동일로26길,62,1,1.12151E+24,,서울특별시 광진구 동일로26길 62-1,143916,5016,,1,,127.06930844,37.544388972
MA010120220814189634,가마로,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,7,42,서울특별시 광진구 화양동 7-42,1.12154E+11,서울특별시 광진구 동일로22길,100,,1.12151E+24,,서울특별시 광진구 동일로22길 100,143914,5018,,1,,127.06950884,37.540856936
